Date,APPLE,CAT,DOMINION,GOLDMANSACHS,GOOGLE,NATURAL_GAS,OIL,SPDR_GOLD,USD,Date
3/30/10 0:00,0.57023538,0.700184197,0.775983675,1.229037861,0.889709871,1.642507386,1.108861701,0.750234541,1.064239542,3/4/10
3/31/10 0:00,0.568172012,0.696687496,0.773157173,1.223636815,0.890353553,1.600348572,1.119782309,0.757044116,1.058458048,3/5/10
4/1/10 0:00,0.570508839,0.709347965,0.786854839,1.220711249,0.892991079,1.688038904,1.145823758,0.766146712,1.052231824,3/6/10
4/5/10 0:00,0.576599503,0.720440947,0.786419993,1.241790329,0.896460683,1.789220058,1.16976509,0.770524296,1.057568587,3/7/10
4/6/10 0:00,0.579160069,0.723817072,0.784463183,1.239914966,0.892080505,1.723452308,1.169345067,0.771497092,1.060681699,3/8/10
4/7/10 0:00,0.581720634,0.714653304,0.783376067,1.264744771,0.88473311,1.71164784,1.155064272,0.78164197,1.062905351,3/9/10
4/8/10 0:00,0.580129603,0.71477388,0.780114718,1.287249127,0.890934437,1.715020545,1.152544132,0.782753737,1.06201589,3/10/10
4/9/10 0:00,0.584579517,0.72357592,0.78228895,1.284548604,0.888940592,1.742002186,1.143723641,0.789632798,1.054010745,3/11/10
4/12/10 0:00,0.58579765,0.739733089,0.786202569,1.275321818,0.899161007,1.693097962,1.135323174,0.785255214,1.049563443,3/12/10
4/13/10 0:00,0.586145688,0.733704295,0.783810913,1.285448778,0.921203192,1.735256776,1.13364308,0.783031679,1.049563443,3/13/10
4/14/10 0:00,0.594026262,0.745761884,0.780114718,1.326106647,0.924704194,1.748747596,1.158844483,0.785394185,1.044226679,3/14/10
4/15/10 0:00,0.601832257,0.756251986,0.779462448,1.321455747,0.934594918,1.709961488,1.157164389,0.789702284,1.048229252,3/15/10
4/16/10 0:00,0.598152999,0.741421152,0.774679136,1.152448038,0.863711396,1.71839325,1.12482259,0.772956287,1.051787094,3/16/10
4/19/10 0:00,0.597357483,0.742626911,0.776418522,1.171201667,0.863632899,1.657684558,1.110961818,0.772330918,1.053566015,3/17/10
4/20/10 0:00,0.591366258,0.748293977,0.779027601,1.147272036,0.871388482,1.694784315,1.117262169,0.774484967,1.055344936,3/18/10
4/21/10 0:00,0.626741833,0.751067223,0.777940485,1.139770584,0.870226715,1.686352552,1.116002099,0.780391232,1.057568587,3/19/10
4/22/10 0:00,0.644268032,0.752996437,0.777723061,1.140595744,0.858860232,1.71839325,1.116002099,0.777125415,1.06246062,3/20/10
4/23/10 0:00,0.654808611,0.767224392,0.785767723,1.12874345,0.855610423,1.755493006,1.134903151,0.786505952,1.060236969,3/21/10
4/26/10 0:00,0.651576829,0.799177003,0.787289686,1.090261003,0.834651507,1.758865712,1.118102216,0.783448592,1.059792239,3/22/10
4/27/10 0:00,0.633553434,0.764451147,0.773809442,1.097537411,0.83060102,1.753806654,1.090380673,0.796511859,1.072689417,3/23/10
4/28/10 0:00,0.63248446,0.769274182,0.779027601,1.125967913,0.830805115,1.767297474,1.106341561,0.794288324,1.072244686,3/24/10
4/29/10 0:00,0.649513461,0.789169204,0.776853368,1.149147399,0.835216692,1.640821033,1.137423291,0.794079868,1.067352653,3/25/10
4/30/10 0:00,0.631241467,0.759507535,0.786202569,1.041276522,0.825325968,1.623957507,1.146243782,0.801584298,1.065573732,3/26/10
5/3/10 0:00,0.643969713,0.780126013,0.798813119,1.072107489,0.833018753,1.655998206,1.150023992,0.80415526,1.072244686,3/27/10
5/4/10 0:00,0.625424261,0.743953245,0.784028337,1.071732417,0.794978715,1.659370911,1.099201164,0.79817951,1.084252404,3/28/10
5/5/10 0:00,0.618910978,0.735754085,0.785767723,1.062730675,0.800300866,1.645880091,1.059298944,0.79970819,1.0944812,3/29/10
5/6/10 0:00,0.595368695,0.708262782,0.75641558,1.02064753,0.782890052,1.605407629,1.020656793,0.823333247,1.103375805,3/30/10
5/7/10 0:00,0.57026024,0.692708492,0.75641558,1.025448459,0.774208194,1.617212097,0.998815578,0.821804567,1.098483772,3/31/10
5/10/10 0:00,0.614088166,0.743832669,0.788376802,1.031449621,0.818967645,1.684666199,1.027377167,0.816940585,1.095815391,4/1/10
5/11/10 0:00,0.620203691,0.736959844,0.786202569,1.018097036,0.799186197,1.669489026,1.011416279,0.838411593,1.100707424,4/2/10
5/12/10 0:00,0.633677733,0.760230991,0.787072262,1.055604295,0.793440158,1.721765955,1.008476116,0.843553517,1.103820536,4/3/10
5/13/10 0:00,0.624653605,0.746364763,0.781419257,1.037375768,0.802059217,1.736943128,0.989155041,0.837716738,1.11004676,4/4/10
5/14/10 0:00,0.613665549,0.723696496,0.77098294,1.027173793,0.796799864,1.726825013,0.950932914,0.836396514,1.120275556,4/5/10
5/17/10 0:00,0.614635083,0.711397755,0.776201099,1.022897966,0.797490644,1.762238417,0.924471441,0.829378483,1.120275556,4/6/10
5/18/10 0:00,0.610135449,0.704886657,0.765764781,0.985090649,0.782419065,1.726825013,0.912710787,0.830281794,1.132283273,4/7/10
5/19/10 0:00,0.600415246,0.685353362,0.760546623,1.004744452,0.776233438,1.655998206,0.91439088,0.810408951,1.121609747,4/8/10
5/20/10 0:00,0.574834454,0.654485934,0.738152025,0.976013892,0.745744889,1.640821033,0.874068637,0.8049196,1.115828253,4/9/10
5/21/10 0:00,0.58587223,0.670281376,0.743587607,1.008420164,0.741097818,1.610466687,0.879108917,0.800611501,1.11093622,4/10/10
5/24/10 0:00,0.596611688,0.660514729,0.738369448,0.980289719,0.749120294,1.591916809,0.875328707,0.811868146,1.122054477,4/11/10
5/25/10 0:00,0.592882709,0.660514729,0.737934602,1.022372864,0.748978998,1.61215304,0.867348263,0.81548139,1.125167589,4/12/10
5/26/10 0:00,0.590197845,0.666302372,0.73380356,1.006169728,0.746467068,1.630702918,0.887509385,0.823194277,1.132728003,4/13/10
5/27/10 0:00,0.612546855,0.692226188,0.744892147,1.042101682,0.770000712,1.677920789,0.937912189,0.824722957,1.120720286,4/14/10
5/28/10 0:00,0.621073786,0.677757081,0.741413374,1.037150724,0.762417823,1.706588782,0.928671675,0.826043181,1.12694651,4/15/10
6/1/10 0:00,0.630619971,0.661117608,0.734455829,1.019897385,0.757299766,1.649252796,0.903890296,0.833200183,1.12739124,4/16/10
6/2/10 0:00,0.638177367,0.678842264,0.755980734,1.041201508,0.774569284,1.731884071,0.922371324,0.832296872,1.12694651,4/17/10
6/3/10 0:00,0.636163719,0.68161551,0.764025395,1.035575419,0.793769848,1.846556044,0.935812072,0.819650518,1.132728003,4/18/10
6/4/10 0:00,0.618836399,0.644236984,0.742500491,1.022672922,0.78296855,1.8836558,0.890449548,0.82819723,1.146069912,4/19/10
6/7/10 0:00,0.606704789,0.622774475,0.748588342,0.997017957,0.762245128,1.930873672,0.888349431,0.844178886,1.148738293,4/20/10
6/8/10 0:00,0.602826652,0.631455939,0.764242818,0.990566708,0.761083361,1.887028506,0.904310319,0.840774099,1.145180451,4/21/10
6/9/10 0:00,0.587985317,0.633626305,0.75967693,0.983515344,0.744190632,1.833065224,0.926151535,0.837716738,1.140733148,4/22/10
6/10/10 0:00,0.605660675,0.66871389,0.776635945,0.961686119,0.764584363,1.846556044,0.951352937,0.82666855,1.128725431,4/23/10
6/11/10 0:00,0.612919753,0.671848863,0.772722326,0.975188732,0.766923598,1.890401211,0.935812072,0.833895038,1.132283273,4/24/10
6/14/10 0:00,0.614784242,0.680409751,0.77033067,0.959360669,0.75858713,1.96291437,0.937912189,0.831046134,1.122054477,4/25/10
6/15/10 0:00,0.627860527,0.707901054,0.785550299,0.984190474,0.781822482,2.053977408,0.964373662,0.840704613,1.112715141,4/26/10
6/16/10 0:00,0.646132521,0.718270581,0.792942691,0.985390707,0.786971938,1.967973428,0.972354106,0.836118573,1.116272983,4/27/10
6/17/10 0:00,0.657319456,0.724540527,0.796421463,0.98726607,0.78510369,2.020250357,0.961013475,0.84702779,1.109602029,4/28/10
6/18/10 0:00,0.662639465,0.734548326,0.799247966,0.99341726,0.785025192,1.976405191,0.969833965,0.853489938,1.109157299,4/29/10
6/21/10 0:00,0.65319272,0.736959844,0.795986617,0.99026665,0.767017795,1.888714858,0.965633732,0.836535485,1.113159871,4/30/10
6/22/10 0:00,0.662092549,0.715135607,0.777723061,0.969037542,0.763391196,1.86341957,0.957233264,0.843900944,1.114938793,5/1/10
6/23/10 0:00,0.655131789,0.717547125,0.765547358,0.971062934,0.75679738,1.875224038,0.934972026,0.840426671,1.11049149,5/2/10
6/24/10 0:00,0.650383556,0.706815871,0.764025395,0.970387803,0.745886185,1.858360512,0.939592283,0.842858662,1.11049149,5/3/10
6/25/10 0:00,0.644814949,0.721767281,0.764460242,1.004069322,0.742086891,1.905578384,0.976974363,0.85300354,1.104265266,5/4/10
6/28/10 0:00,0.648693086,0.718391157,0.772070056,0.98246514,0.741144917,1.834751576,0.962693568,0.841399468,1.11004676,5/5/10
6/29/10 0:00,0.619358456,0.678721688,0.747283803,0.961611104,0.713168298,1.760552064,0.932451885,0.842650206,1.115383523,5/6/10
6/30/10 0:00,0.608146661,0.670040224,0.737282332,0.943757649,0.698552006,1.770670179,0.927831628,0.84549911,1.114494062,5/7/10
7/1/10 0:00,0.600763283,0.668955041,0.741848221,0.94278246,0.689980045,1.853301455,0.894649782,0.813257855,1.09403647,5/8/10
7/2/10 0:00,0.597034305,0.660153001,0.735977792,0.942407388,0.685364374,1.79765182,0.888769455,0.823333247,1.092702279,5/9/10
7/6/10 0:00,0.601136181,0.667146403,0.744892147,0.950884028,0.684610795,1.802710878,0.889609501,0.809575126,1.089144437,5/10/10
7/7/10 0:00,0.625399401,0.693552523,0.764677665,0.976538994,0.706794276,1.770670179,0.918591114,0.818052352,1.085586595,5/11/10
7/8/10 0:00,0.624007249,0.704645505,0.775548829,0.973838471,0.716779197,1.69815702,0.936232096,0.814439108,1.084252404,5/12/10
7/9/10 0:00,0.627686508,0.721887857,0.778375331,0.9925921,0.733938818,1.689725257,0.939592283,0.822429936,1.086920785,5/13/10
7/12/10 0:00,0.62206818,0.717064822,0.780114718,0.986740968,0.747032253,1.686352552,0.922371324,0.815342419,1.090033897,5/14/10
7/13/10 0:00,0.608793017,0.745038428,0.78228895,1.008270135,0.768022567,1.672861731,0.951352937,0.822429936,1.080694562,5/15/10
7/14/10 0:00,0.611030404,0.743953245,0.788594225,0.99971848,0.771382273,1.652625501,0.94799275,0.822013024,1.07847091,5/16/10
7/15/10 0:00,0.607947782,0.741903455,0.785332876,1.04405206,0.775589756,1.758865712,0.94547261,0.821526625,1.066018463,5/17/10
7/16/10 0:00,0.604193944,0.717908853,0.769460977,1.050878381,0.721567563,1.730197718,0.934131979,0.810686893,1.067797384,5/18/10
7/19/10 0:00,0.593752804,0.7276755,0.787941955,1.047352698,0.731882175,1.728511366,0.9416924,0.80415526,1.068686844,5/19/10
7/20/10 0:00,0.609016756,0.74588246,0.798595696,1.070532184,0.7560752,1.752120301,0.952613007,0.810547922,1.070465765,5/20/10
7/21/10 0:00,0.614684803,0.750826071,0.785332876,1.056729513,0.749654079,1.71839325,0.935812072,0.804989085,1.07758145,5/21/10
7/22/10 0:00,0.626244636,0.763607116,0.803596431,1.053578903,0.761130459,1.758865712,0.969413942,0.812007117,1.068686844,5/22/10
7/23/10 0:00,0.628482023,0.778317374,0.807075204,1.059580065,0.769372729,1.736943128,0.968993919,0.806656736,1.066907923,5/23/10
7/26/10 0:00,0.626866132,0.785913655,0.8107714,1.065431197,0.767661477,1.748747596,0.968153872,0.802696065,1.06112643,5/24/10
7/27/10 0:00,0.638475685,0.776749888,0.823599373,1.058454847,0.773407517,1.774042885,0.948832797,0.788729487,1.062905351,5/25/10
7/28/10 0:00,0.630943149,0.782899258,0.817946368,1.058229803,0.760408279,1.789220058,0.940432329,0.790605595,1.06246062,5/26/10
7/29/10 0:00,0.624056969,0.779281981,0.793377537,1.096937295,0.761413051,1.843183339,0.959333381,0.794149353,1.055344936,5/27/10
7/30/10 0:00,0.621968741,0.783260986,0.799247966,1.084259841,0.761193257,1.87691039,0.966893802,0.802487609,1.055789666,5/28/10
8/2/10 0:00,0.633081096,0.797850668,0.82207741,1.098062512,0.769922214,1.795965468,1.000075648,0.802835036,1.0460056,5/29/10
8/3/10 0:00,0.633279975,0.790133811,0.820555447,1.101363151,0.769011639,1.780788295,1.012676349,0.805961882,1.041558298,5/30/10
8/4/10 0:00,0.635815681,0.798574124,0.827947838,1.124467623,0.794900217,1.807769936,1.012676349,0.811034321,1.047339791,5/31/10
8/5/10 0:00,0.632733058,0.807979043,0.828817532,1.12094194,0.797694739,1.757179359,1.006796022,0.812840943,1.043781949,6/1/10
8/6/10 0:00,0.628830061,0.803517735,0.831209188,1.11561591,0.785323484,1.71164784,0.992515227,0.818816692,1.038445186,6/2/10
8/9/10 0:00,0.632857358,0.809305378,0.837949309,1.117191215,0.793377359,1.649252796,1.001755742,0.815759332,1.043781949,6/3/10
8/10/10 0:00,0.627189311,0.801950249,0.840775812,1.106464138,0.790802631,1.635761975,0.982434667,0.818052352,1.0460056,6/4/10
8/11/10 0:00,0.60489002,0.771565124,0.831861457,1.073007663,0.772010256,1.63913468,0.950932914,0.815342419,1.064239542,6/5/10
8/12/10 0:00,0.608768157,0.757940049,0.833600844,1.074207896,0.772434144,1.640821033,0.927831628,0.82527884,1.067797384,6/6/10
8/13/10 0:00,0.602254875,0.763607116,0.835775076,1.064606037,0.763548192,1.649252796,0.923631395,0.825070384,1.072244686,6/7/10
8/16/10 0:00,0.598724775,0.769033031,0.837949309,1.062280587,0.762355025,1.600348572,0.919011137,0.831949445,1.065573732,6/8/10
8/17/10 0:00,0.609190775,0.78314041,0.850994706,1.068281749,0.770094909,1.610466687,0.926151535,0.832088416,1.06201589,6/9/10
8/18/10 0:00,0.611850779,0.783260986,0.839471272,1.072632591,0.756954376,1.598662219,0.921531278,0.835354233,1.063350081,6/10/10
8/19/10 0:00,0.604144224,0.778076222,0.831209188,1.0571796,0.734692397,1.581798694,0.908930577,0.836535485,1.065573732,6/11/10
8/20/10 0:00,0.603572447,0.773253187,0.8359925,1.065731255,0.725351158,1.556503405,0.899270039,0.833617096,1.073134147,6/12/10
8/23/10 0:00,0.594274861,0.750584919,0.844037161,1.054929165,0.728569568,1.529521765,0.883729174,0.832296872,1.075357798,6/13/10
8/24/10 0:00,0.580079883,0.73032817,0.845124277,1.034900288,0.708662523,1.519403649,0.864828122,0.836327029,1.073578877,6/14/10
8/25/10 0:00,0.587239522,0.726469741,0.829687225,1.040151305,0.713733482,1.485676598,0.882049081,0.843275575,1.075357798,6/15/10
8/26/10 0:00,0.580949978,0.718029429,0.822294833,1.019522312,0.708018841,1.462067662,0.889609501,0.840496157,1.068686844,6/16/10
8/27/10 0:00,0.584181759,0.739974241,0.834905383,1.004669438,0.720342997,1.436772374,0.916070974,0.840843584,1.070465765,6/17/10
8/30/10 0:00,0.586294847,0.723937647,0.820990294,0.98494062,0.710703466,1.482303893,0.900950132,0.840148729,1.073578877,6/18/10
8/31/10 0:00,0.587761579,0.731654504,0.821642563,0.986890997,0.706511683,1.475558483,0.86944838,0.848278529,1.072689417,6/19/10
9/1/10 0:00,0.605238058,0.765295178,0.843384891,1.007144917,0.722697932,1.441831432,0.898009969,0.845568596,1.064239542,6/20/10
9/2/10 0:00,0.609687972,0.76963591,0.837949309,1.007444975,0.727172307,1.4536359,0.91187074,0.849737723,1.063350081,6/21/10
9/3/10 0:00,0.625647999,0.786878262,0.84599397,1.061605457,0.738350395,1.475558483,0.903470273,0.846749848,1.058013318,6/22/10
9/7/10 0:00,0.623311173,0.782658106,0.842732621,1.046602553,0.729087653,1.462067662,0.894649782,0.852586627,1.069131574,6/23/10
9/8/10 0:00,0.635666522,0.794353968,0.840993235,1.063405805,0.738789983,1.448576842,0.905150366,0.852656113,1.065573732,6/24/10
9/9/10 0:00,0.636039419,0.793148209,0.844906854,1.074883026,0.747581737,1.436772374,0.898429992,0.844665285,1.065573732,6/25/10
9/10/10 0:00,0.636859795,0.80014161,0.832513727,1.083884769,0.747518939,1.470499425,0.925311488,0.845846537,1.066463193,6/26/10
9/13/10 0:00,0.645635324,0.811114016,0.844689431,1.112615329,0.75714277,1.489049303,0.933711955,0.845082197,1.054900206,6/27/10
9/14/10 0:00,0.64809645,0.806532133,0.84664624,1.099337759,0.754254051,1.477244835,0.930351768,0.861758708,1.0460056,6/28/10
9/15/10 0:00,0.653317019,0.809908258,0.836209923,1.099562803,0.754583742,1.500853771,0.919011137,0.861202825,1.050452903,6/29/10
9/16/10 0:00,0.66868041,0.808461347,0.838166732,1.097162338,0.755243123,1.504226476,0.904310319,0.865997322,1.046895061,6/30/10
9/17/10 0:00,0.665771807,0.821724695,0.834905383,1.088160596,0.769514025,1.492422008,0.894229759,0.865371952,1.049563443,7/1/10
9/20/10 0:00,0.684789597,0.839328775,0.851646976,1.094761874,0.797977331,1.436772374,0.910190647,0.867664973,1.048229252,7/2/10
9/21/10 0:00,0.68608231,0.857776886,0.848168203,1.091161177,0.806109704,1.457008605,0.893809735,0.875586315,1.036666265,7/3/10
9/22/10 0:00,0.695703074,0.855365368,0.850125013,1.067231546,0.810097393,1.46038131,0.892129642,0.876906539,1.02910585,7/4/10
9/23/10 0:00,0.698537098,0.856329975,0.834905383,1.044427132,0.806141103,1.478931188,0.895069805,0.877601394,1.032218962,7/5/10
9/24/10 0:00,0.70676571,0.895275988,0.850559859,1.061530442,0.827822198,1.438458727,0.91565095,0.880311327,1.021545435,7/6/10
9/27/10 0:00,0.703956546,0.893105622,0.851212129,1.052303657,0.832720461,1.39461356,0.911030693,0.880519783,1.022879626,7/7/10
9/28/10 0:00,0.693565126,0.894552533,0.849690166,1.045102263,0.827633803,1.418222496,0.908930577,0.888371641,1.017542863,7/8/10
9/29/10 0:00,0.694783259,0.898169809,0.845124277,1.04090145,0.828450181,1.419908849,0.930771792,0.889066495,1.015763942,7/9/10
9/30/10 0:00,0.68603259,0.883459551,0.839688695,1.042026668,0.825467264,1.389554503,0.956813241,0.888788553,1.015763942,7/10/10
10/1/10 0:00,0.683074267,0.878274788,0.84664624,1.064531023,0.825200371,1.379436387,0.979494503,0.8957371,1.007314067,7/11/10
10/4/10 0:00,0.673677242,0.867664109,0.844037161,1.056354441,0.820066614,1.376063682,0.979494503,0.892610254,1.011761369,7/12/10
10/5/10 0:00,0.698586817,0.891538136,0.857299981,1.078033636,0.844997519,1.396299913,0.992515227,0.910190076,1.003311494,7/13/10
10/6/10 0:00,0.699183454,0.887920859,0.855560595,1.087185407,0.838906089,1.397986265,0.998815578,0.915887884,0.998419461,7/14/10
10/7/10 0:00,0.699258034,0.884183006,0.855995441,1.089135785,0.832092479,1.364259214,0.975714293,0.905881977,0.999753652,7/15/10
10/8/10 0:00,0.710991886,0.902510542,0.85925679,1.100312948,0.842046001,1.376063682,0.995035368,0.914845602,0.99619581,7/16/10
10/11/10 0:00,0.714099368,0.898049234,0.859474214,1.096937295,0.845955192,1.389554503,0.983694737,0.919223186,1.000198382,7/17/10
10/12/10 0:00,0.721805923,0.890935256,0.852299245,1.118691505,0.84995858,1.382809093,0.980754573,0.916930166,0.99708527,7/18/10
10/13/10 0:00,0.725659201,0.901545934,0.856647711,1.115165823,0.852957197,1.440145079,0.995035368,0.931591598,0.994416889,7/19/10
10/14/10 0:00,0.73090463,0.897325778,0.858169674,1.092586453,0.8492364,1.413163438,0.991255157,0.93631661,0.987745935,7/20/10
